id,roll_num,date_str,title,manuscripts,pdf_source,pdf_pages,is_verified,num_stops,year
5709,22,S.d.,"Fratres coenobii Sancti Richarii gloriosae bus.   Petimus obnixe paternitatemn vestram rmemoriae; omnibus Christi militi- vestrorum aeque dirigi vocabula mortuorum, pro nobis fraterne geri diernque defunctis, et ris ad vos venientis per monimenta kalendarum = adventus praesentis curso- tigiis nobis possit mentiri. Officio vero abntiisigcuúfivraé- ne fallaciae suas praes- niac qui fungi videntur; pariter intimareaciaito Sbipraepositurae unacumn deca- Hruodulfus, comes abbasque tsimutinoatex; ValI Obus itaque apud nos domnus idus quatenus pro eo decertetis apud Dominum, ut et januarii . Ideo que[sumus] congregatione justorum aggregetur; vestris sutfft lvos maercesem habeatis et ille in Statuimusque justum esse ut quem patrets habuug san ptissimis ppitulationibus amore pro eo pium Dominum incessanter piissimum dulci filiorum   10 rogemus 23 S.d. [seconde moitié du IX' &] Formule de bref mortuaire à Fusage de S. Amand_ 15 Le ms. cité de Wolfenbüttel, contenant des Commentarii notarum tironianarum; & pour origine S. Amand ; le faire-part de décès renferme lui-même des notes tironiennes","A. Original perdu. B. Wolfenbüttel, Herz.-August.-Bibl. Aug 4"" 9.8, fol. 99v (seconde moitié du IXS s) 6. B. Bischoff, Salzburger Formelbücher, P. 63.",Dufour T1 (1),"14,15",0,0,
5710,27,S.d.,"Fratres coenobii Sancti Richarii gloriosae bus.   Petimus obnixe paternitatemn vestram rmemoriae; omnibus Christi militi- vestrorum aeque dirigi vocabula mortuorum, pro nobis fraterne geri diernque defunctis, et ris ad vos venientis per monimenta kalendarum = adventus praesentis curso- tigiis nobis possit mentiri. Officio vero abntiisigcuúfivraé- ne fallaciae suas praes- niac qui fungi videntur; pariter intimareaciaito Sbipraepositurae unacumn deca- Hruodulfus, comes abbasque tsimutinoatex; ValI Obus itaque apud nos domnus idus quatenus pro eo decertetis apud Dominum, ut et januarii . Ideo que[sumus] congregatione justorum aggregetur; vestris sutfft lvos maercesem habeatis et ille in Statuimusque justum esse ut quem patrets habuug san ptissimis ppitulationibus amore pro eo pium Dominum incessanter piissimum dulci filiorum   10 rogemus 23 S.d. [seconde moitié du IX' &] Formule de bref mortuaire à Fusage de S. Amand_ 15 Le ms. cité de Wolfenbüttel, contenant des Commentarii notarum tironianarum; & pour origine S. Amand ; le faire-part de décès renferme lui-même des notes tironiennes","A. Original perdu. B. Wolfenbüttel, Herz.-August.-Bibl. Aug 4"" 9.8, fol. 99v (seconde moitié du IXS s) 6. B. Bischoff, Salzburger Formelbücher, P. 63.",Dufour T1 (1),"14,15",0,0,
5711,24,S.d.,,,Dufour T1 (1),15,0,0,
5712,25,S.d.,,,Dufour T1 (1),15,0,0,
5713,26,S.d.,,,Dufour T1 (1),15,0,0,
5714,29,S.d.,"29 preopto salutem. Noverit quidem prona bencvolentia vires parvitatis meae suppetunt, in missarum vestra quia ego, in quantum cererigasupplicacionibus [Pro rvobns vaissatam deleosccionibus et psalmoduuaseumı  deposco eadem clementia hic ad meam et ad multorum clemenciarn, quatenus vos temporibus; novissime   ad   gaudia   paradisi consolacionem longevis conserves nomina, que sparsim actenus haberem, perducat.  Vestrum   enim  fratrum (sic)   merear; quia nostrorum  fracrem, petoina pleniter unacum fratribus abere deprecor scilicet et nomina jam multo tempore' habuistes vos omnes  patres et abbatem; ut commendetis sanctae congregacioni et, ut me familiariter habeat, me vestrae oracionibus et, quando dies obitus mei vobis notus perficite; maxime in sacris facere fuerit, misericordissime de me dignemini,  sicut Jacobus apostolus ammonet 10 salvemini (1) Orate  pro invicem; ut quia, sicut optime nostis; omni humane preter vos et tales pro Dei amore aliquid consilio destitutus sum Quicquid enim mihi indigno nojeraliqaid , pfrigeri uu n advsiliun mihi {acinnn paratus sum ad exequenda; quantum vires divina gratia mihi attribuit et utinam tam utiliter quam libenter ! Nomina   15 fratrum defunctorum libenti animo suscipite et preces consuetudinarias facite ' et ad vicina monasteria dirigite. Sancta Trinitas vos custodiat in evum.",,Dufour T1 (1),"15,16,17,18",0,0,
5715,30,S.d.,"puie évêque de Laon en 921, mort en 930 Ainsi; ' sur des feuillets non utilisés du ms. Paris B,Ainf _ Datte forrgule,conmela plupart de celles lat. 11379, daterait du ajoutées premnier quart du X & X kal. aprilis venit gerulus apicum vestrorum gius pontifex ill. pastorali funglitur officio] in mfonte] Lauduni; [ubi] egre- illi Jargito[r   Precamur   venerJabillem]   paternitatem praepositurae; ill. dapsilis 7 Bernardo decano ill . thesaurario, | atque . fraternitatem   vestram 5 ad contigua loca innot[escere eorum nomina [Domini misericordiJam exoretis et faciatis] 31 S.d. [premier quart du X' &] Troisième formule de réponse aux brefs mortuaires à lusage ' de Laon. 10 A. Original perdu. B. Paris, B. N. F. lat. 11379, fol. 15 (endommagé ; addition du X' s). a. E. de Rozière, Formules, 2 partie; P. 962, n' 694. 6. K. Zeumcr, Formulae merowingici et karolini aevi ( M. G. H , Leges) P. 518,n"" 13.~c.JJ Contreni; Le formulaire de Laon. Source pour lhistoire de lécole de Laon au début du X' s % dans Scriptorium, L. XXVII, 1973, 15 P. 26, daprès b_ Sur lidentification de Bernard, doyen de Laon, cf. supra, P. 30.",,Dufour T1 (1),"17,18",0,0,
5716,31,S.d.,"puie évêque de Laon en 921, mort en 930 Ainsi; ' sur des feuillets non utilisés du ms. Paris B,Ainf _ Datte forrgule,conmela plupart de celles lat. 11379, daterait du ajoutées premnier quart du X & X kal. aprilis venit gerulus apicum vestrorum gius pontifex ill. pastorali funglitur officio] in mfonte] Lauduni; [ubi] egre- illi Jargito[r   Precamur   venerJabillem]   paternitatem praepositurae; ill. dapsilis 7 Bernardo decano ill . thesaurario, | atque . fraternitatem   vestram 5 ad contigua loca innot[escere eorum nomina [Domini misericordiJam exoretis et faciatis] 31 S.d. [premier quart du X' &] Troisième formule de réponse aux brefs mortuaires à lusage ' de Laon. 10 A. Original perdu. B. Paris, B. N. F. lat. 11379, fol. 15 (endommagé ; addition du X' s). a. E. de Rozière, Formules, 2 partie; P. 962, n' 694. 6. K. Zeumcr, Formulae merowingici et karolini aevi ( M. G. H , Leges) P. 518,n"" 13.~c.JJ Contreni; Le formulaire de Laon. Source pour lhistoire de lécole de Laon au début du X' s % dans Scriptorium, L. XXVII, 1973, 15 P. 26, daprès b_ Sur lidentification de Bernard, doyen de Laon, cf. supra, P. 30.",,Dufour T1 (1),"17,18",0,0,
5717,33,S.d.,"puie évêque de Laon en 921, mort en 930 Ainsi; ' sur des feuillets non utilisés du ms. Paris B,Ainf _ Datte forrgule,conmela plupart de celles lat. 11379, daterait du ajoutées premnier quart du X & X kal. aprilis venit gerulus apicum vestrorum gius pontifex ill. pastorali funglitur officio] in mfonte] Lauduni; [ubi] egre- illi Jargito[r   Precamur   venerJabillem]   paternitatem praepositurae; ill. dapsilis 7 Bernardo decano ill . thesaurario, | atque . fraternitatem   vestram 5 ad contigua loca innot[escere eorum nomina [Domini misericordiJam exoretis et faciatis] 31 S.d. [premier quart du X' &] Troisième formule de réponse aux brefs mortuaires à lusage ' de Laon. 10 A. Original perdu. B. Paris, B. N. F. lat. 11379, fol. 15 (endommagé ; addition du X' s). a. E. de Rozière, Formules, 2 partie; P. 962, n' 694. 6. K. Zeumcr, Formulae merowingici et karolini aevi ( M. G. H , Leges) P. 518,n"" 13.~c.JJ Contreni; Le formulaire de Laon. Source pour lhistoire de lécole de Laon au début du X' s % dans Scriptorium, L. XXVII, 1973, 15 P. 26, daprès b_ Sur lidentification de Bernard, doyen de Laon, cf. supra, P. 30.",,Dufour T1 (1),"17,18",0,0,
5718,36,S.d.,"36 ROULEAUX DES MORTS [début Xs 8.] fratresque sanctissimi; committimus vestrarum precum assiduitatibus; ut quanto nobis ejus absens resolutio propensiorem  intulit cordis merorem; tanto vestri vestrorumque efficacia meritorum exhilaret de suorum obtenta divinitus remis. sione scelerum. Item etiam petimus 'pro quibusdam nostrae congregationis fratri- bus illis. Ne vero, uti assolet, nos geruli mendosa fraus deludat, rogamus diem kalendarum quo vos adierit primorumque loci vestri nomina subnotare idemque cursori; ut alacrius iter carpat; diarium largire. Valeat vestra generalitas felicibus in Domino successibus pollens.",,Dufour T1 (1),"19,20,21,22,23",0,0,
5719,35,S.d.,39 36 Sd: [prcmier quart du X? s] Formule de bref mortuaire à Fusage de S. Germain d - 'Auxerre. A . Original perdu .,"B. Paris; B. N. E.,lat. 11379, fol. 27 (endommagé ; addition du X' = 8) ( E. de Rozière, Formules, 2 partie; P. 955, n"" 686. 6. K. Zeumer; karolini aevi ( M. G. H , Leges) P. 517,n"" 10. Formulae merowingici et [NDIQUÉ JJ Contreni, Le formulaire de Laon. Source pour lhistoire du X"" s. "" dans Scriptorium; L. XXVII, 1973, 1 de Técole de Laon au début p 23 .",Dufour T1 (1),"20,21,22,23",0,0,
5720,39,S.d.,"Cultu sancta Ecclesia, Cujus diei beatae Mundo satis gaudia Anni spera jam revexit, Memoranda jugiter; Que de gratia nimirum Extant Sancti Spiritus. Hec, ut olim lex antiqua, Acto Pasche tempore, Est discipulis donata. Dic quinquagesimo Requies aeterna claret Quo dierum numero Hoc et verum approbabit, Si quis sollers queritet. Prisce nam legis edicto; Anno quinquagesimo Populi cessabat opus; Laxabantur debita; Servi liberi redibant Dediti servitio Hic annus erat festivis Laudibus celebrior Populi, in quo gaudebat Glorians in Domino. Sic mysterii per umbram, Animarum requies; Caudium lucis aeternae Figurantur etiam; Ubi nullus erit labor; Nulla vel miseria, Nullus etiam defectus; Dolor sive gravior; Non pondus meroris duri, Langor sed nec marcidus (1) Aberit omnis pressura, Absistit et gemitus; 43 10 15 20 25 30 35 Allusion à Apoc , XXI, 4",,Dufour T1 (1),"23,24,25,26",0,0,
5721,40,S.d.,,,Dufour T1 (1),"24,25,26",0,0,
5722,44,S.d.,"49 45 S.d. [968-977] Rouleau mortuaire ( fragmentaire) de Gauzbert, , religieux de S. Martial de _ Limoges. Paris, B: N: E., lat; 2262, fol. 2. Parchemin (assez [verso] jaunâtre). Un fragment (rogné) opisthographe (relié aspais ctligide ; c c [recto] blanchâtre dans le sens de la 6cp Longueur; 36 cm ; largeur; 25,5/26 cm. largeur el plié) . 5 a. L. Delisle; Rouleaux des morts du IX' au XVe 8, P. 8,n' VII, daprès A. FAc-SIMILÉ J.L. Lemaître; Mourir à S. Martial, p. 657, pl. 10,. [NDIQUÉ A. Lcroux, Les sources de Ühistoire du Limousin, Sources, t. II, P. 110, n"" 1479. Limoges; 1895, P. 174. H. Villetard, A. Molinier; premiers évêques de Sens, Paris 1956, Office de saint Savinien e de saint Potentier;  10 P 106. J-L Lcmaître, Mourir à S. Marial, P: 131,331 . Le ms: Paris, B. N. F lat. 2262 provient de S. Martial de Limoges présent fragment de rouleau et Pon peut penser que le la même origine. D'après L Delisle ' (2) Gauzbert arriva sous le pontificat d'Anstaise; archevêque aae dont la mort probablemsenc [eonoincaauquen staismnaa rah Chêqbannes = Sens, c'est-à-dire entre 968 ct 977 esl attribue la restauration de la châsse de saint   15 Martial, sous l'administration de Tabbé Guigue (974.991) et la fabrication dune statuc bas-relief qui ou dun représentait saint Martial bénissant le peuple de la main droite et tenant de 6 main gauchele livre des Evangiles * Après avoir précisé les circonstances (Fincendie de Ja crypte) etlerôle de Gauzbert (restaurateur à la fois de Tédifice et de la statue de &. Martial) , J.-L, Lemaître note que Bernard Itier a retenu cet événement dans son 'bloc-notes' pour ensuite se demander; à juste  20 titre; si ce personnage peut être identifié au moine pour lequel circula ce rouleau mortuaire Rien ne permet vraiment de Yaffirmer; car lencyclique; tout en vantant ses mérites; n'évoque pas sa charge de chevecier du Sépulcre; mais le qualifier de père; de mère; de colonne de la maison s'applique bien à celui qui fait   refaire la crypte et la statue après Pincendie destructeur.. Le moine Gauzbert fut certainement inscrit sur lc premier nécrologe de S. Martial; mais le prénom est fréquent en 25 Limousin  L'absence de qualificatif interdit tout rapprochement 2 Les arguments avancés par (1) Cf. B. N Catalogue général   des Ma- nuscrits latins, Paris, t. II, 1940, P. 378 ; D. Gaborit-Chopin; La décoration des manus- crits à Gaint 1854, P 57-62 ; 1 Baudot, Dictionnaire dhagiographie, Paris, 1925, P. 49. Cf. Commemoratio abbatum basilice MVarcialieJaneH Dunplee-Aaier Chro",,Dufour T1 (1),"26,27",0,0,
5723,45,S.d.,"49 45 S.d. [968-977] Rouleau mortuaire ( fragmentaire) de Gauzbert, , religieux de S. Martial de _ Limoges. Paris, B: N: E., lat; 2262, fol. 2. Parchemin (assez [verso] jaunâtre). Un fragment (rogné) opisthographe (relié aspais ctligide ; c c [recto] blanchâtre dans le sens de la 6cp Longueur; 36 cm ; largeur; 25,5/26 cm. largeur el plié) . 5 a. L. Delisle; Rouleaux des morts du IX' au XVe 8, P. 8,n' VII, daprès A. FAc-SIMILÉ J.L. Lemaître; Mourir à S. Martial, p. 657, pl. 10,. [NDIQUÉ A. Lcroux, Les sources de Ühistoire du Limousin, Sources, t. II, P. 110, n"" 1479. Limoges; 1895, P. 174. H. Villetard, A. Molinier; premiers évêques de Sens, Paris 1956, Office de saint Savinien e de saint Potentier;  10 P 106. J-L Lcmaître, Mourir à S. Marial, P: 131,331 . Le ms: Paris, B. N. F lat. 2262 provient de S. Martial de Limoges présent fragment de rouleau et Pon peut penser que le la même origine. D'après L Delisle ' (2) Gauzbert arriva sous le pontificat d'Anstaise; archevêque aae dont la mort probablemsenc [eonoincaauquen staismnaa rah Chêqbannes = Sens, c'est-à-dire entre 968 ct 977 esl attribue la restauration de la châsse de saint   15 Martial, sous l'administration de Tabbé Guigue (974.991) et la fabrication dune statuc bas-relief qui ou dun représentait saint Martial bénissant le peuple de la main droite et tenant de 6 main gauchele livre des Evangiles * Après avoir précisé les circonstances (Fincendie de Ja crypte) etlerôle de Gauzbert (restaurateur à la fois de Tédifice et de la statue de &. Martial) , J.-L, Lemaître note que Bernard Itier a retenu cet événement dans son 'bloc-notes' pour ensuite se demander; à juste  20 titre; si ce personnage peut être identifié au moine pour lequel circula ce rouleau mortuaire Rien ne permet vraiment de Yaffirmer; car lencyclique; tout en vantant ses mérites; n'évoque pas sa charge de chevecier du Sépulcre; mais le qualifier de père; de mère; de colonne de la maison s'applique bien à celui qui fait   refaire la crypte et la statue après Pincendie destructeur.. Le moine Gauzbert fut certainement inscrit sur lc premier nécrologe de S. Martial; mais le prénom est fréquent en 25 Limousin  L'absence de qualificatif interdit tout rapprochement 2 Les arguments avancés par (1) Cf. B. N Catalogue général   des Ma- nuscrits latins, Paris, t. II, 1940, P. 378 ; D. Gaborit-Chopin; La décoration des manus- crits à Gaint 1854, P 57-62 ; 1 Baudot, Dictionnaire dhagiographie, Paris, 1925, P. 49. Cf. Commemoratio abbatum basilice MVarcialieJaneH Dunplee-Aaier Chro",,Dufour T1 (1),"26,27,28",0,0,
5724,46,S.d.,2,,Dufour T1 (1),"27,28,29,30",0,1,
5725,49,S.d.,,,Dufour T1 (1),"31,32",0,0,
5726,50,S.d.,,,Dufour T1 (1),"31,32",0,0,
5727,51,S.d.,,,Dufour T1 (1),"31,32",0,0,
5728,52,S.d.,"6] 52 S.d. [vers 989 ou 1000] Rouleau mortuaire ( fragmentaire) anonyme; probablement € de S. Martial , de Paris; B. N. E. lat. 1085, fol. 1, Ill ct 112. Parchemin Limoges. A. pour le premier; anopisthographe pour le (grisâtre) . Deux opisthographe second, d 'une fragments longucur (rognés) cın et dune largeur de 21,5/22 cm totale de = 43,5/44,5 Longueur; 22,5 cm largecur; 22 cm 5 I: fol. 1 ~II: bifolio Illet 112 : Longueur; 21,5/22 cm largeur; 21,5/22 cm '(seuls les foL. 112, été utilisés) . puis Zllv ont 0 . L. Delisle, Rouleaux des morts du IX' au XV s, P.30,n XII, "" daprès A. 10 IvDIQUÉ A. Leroux, Les sources de Uhistoire du Limousin, - Limoges, 1895,  Mourir à S. Martial, P. 132, 332. P. 174.-LL. Lemaitre, Le ms. Paris, B. N. F., lat. 1085 provient de S. Martial de Limoges ' et les fragments utilisés comme feuilles de garde, ont vraisemblablement la même origine de rouleau, au fol.  lv; titre apposé le Jeudi saint  (28 mars), demandant  des notamment pour les abbés Gauzbertus (2) et Gilbertus; prières pour les défunts   15 qui, selon L. ((3) Delisle (loc; cic:), auraient alors dirigé Moissac Suit le titulus; très mal conservé, d'une église indéterminée  aux fol. 112 et lllv; titres apposés le 23 mars par Fabbaye de Beaulieu-sur-E Dordogne, dirigéc alors par Fabbé Bernard II (v. 984-v. 1005) (#, et le Mardi saint (26 mars) par celle d Aurillac . 23 mars Beaulieu [-sur-Dordogne] . 20 patimur excidium. Siquidem digni trucis incendii tenebris deputari; sui solius erga nos exuberante clementia, magnarum opum efficimur possesso- res, si anelantium circa thaeoriae appetitum proximorum errata fratridico juva- mine satagamus sublevare. Idcirco nos Bellilocences; summi clavigeri Petri venera- ((1) Cf. B. N Catalogue général des manus- pour la période considérée. Ajoutons que silon crits latins; t.I, p. 393 D. Gaborit-Chopin, La accepte F'identification proposée par L. Delisles décoration des manuscrits ., P. 184. il faut admettre une erreur dans la date du pas- Abbé  de Moissac  (vers  980.990), men- sage à Moissac (28 mars) , car plus de deux jours tionné ffechuerletrafen [10oo]",,Dufour T1 (1),"32,33,34,35",0,0,
5729,53,S.d.,"63 53 S.d. [vers 1000] Rouleau mortuaire (fragmentaire) anonyme, probablement de S. Martial , de Limoges. A Paris, B. N. F, lat. 2328, fol; 1. Parchemin (épais, rigide = Un ;c.c [= verso] jaune jaune plus soutenu) {ragment (rogné) opisthographe (difficšng  clair ; c p [ = recto] ultraviolets) . Longueur; 34,5 cm largeur; 27,5 cm. Mauvais à lire même état de conservation . aux rayons 5 0. L. Delisle; Rouleaux des morts du IX' au XV"" s, P. 33,n XIII, - daprès A INDIQUÉ A. Leroux, Les sources de Bhistoire du Limousin; Limoges; Mourir à S. Martial, p. 132, 332. 1895, P. 174,-LL Lemaître; Le ms. Paris; B. N. F., lat. 2328 provient de S. Martial de Limoges ' et le utilisé comme feuille de garde; a vraisemblablement la même fragment de rouleau, origine 10 au recto (c. P), titre d'Orbais, dirigé alors par Drogo   (2) au verso (c. c.), titres de N.-D. de Paris et de S. Denis.",,Dufour T1 (1),"33,34,35",0,0,
5730,56,S.d.,69 57 S.d. [X' s] Titre composé à Fleury:,"A. Original perdu . B. Paris, B. N. E., lat. 8674, fol. Il2v (X' s.) . 0. L. Delisle, Rouleaux des morts du IX' au XV 8., P. 21, n"" X (3), daprès , B. Ce titre;, constitué de 98 vers, écrit à Fleury; un 20 furent abbés de cette église:. Cependant comue iln2ßguienindiquengue Rainardus pas dans les et listes Ramnulfus on ne peut déterminer avec exactitude à quel moment ils vécurent. 'abbatiales de ] Fleury, 20 juin Fleury Tristia corda solent mestum quia promere carmen; 10 Spargere nec radios nube tegente suos Furva, sydereis quanquam clarescat in oris Phebus; quadrigis qui micat ignivomis; Nec crescat condigna dolor sub corde latendo; Cudimus abstracti () carmina nos elegi; 15 Quos sors exilii tenet, cheu; mesta vetusti; Que veram requiem denegat adque  diem Non inlustratum; semper sed lumine plenum; Cernere, quem superus occupat ecce chorus 20 Angelorum; quamvis hac perpete luce fruatur; Quam quicumque videt, ambit habere semel, Est quia summa quies; simul est et gloria perpes; Nullus cecatur; nemoque quo moritur, Noscere (uam (nc6o]",Dufour T1 (1),"36,37,38",0,0,
5731,57,S.d.,69 57 S.d. [X' s] Titre composé à Fleury:,"A. Original perdu . B. Paris, B. N. E., lat. 8674, fol. Il2v (X' s.) . 0. L. Delisle, Rouleaux des morts du IX' au XV 8., P. 21, n"" X (3), daprès , B. Ce titre;, constitué de 98 vers, écrit à Fleury; un 20 furent abbés de cette église:. Cependant comue iln2ßguienindiquengue Rainardus pas dans les et listes Ramnulfus on ne peut déterminer avec exactitude à quel moment ils vécurent. 'abbatiales de ] Fleury, 20 juin Fleury Tristia corda solent mestum quia promere carmen; 10 Spargere nec radios nube tegente suos Furva, sydereis quanquam clarescat in oris Phebus; quadrigis qui micat ignivomis; Nec crescat condigna dolor sub corde latendo; Cudimus abstracti () carmina nos elegi; 15 Quos sors exilii tenet, cheu; mesta vetusti; Que veram requiem denegat adque  diem Non inlustratum; semper sed lumine plenum; Cernere, quem superus occupat ecce chorus 20 Angelorum; quamvis hac perpete luce fruatur; Quam quicumque videt, ambit habere semel, Est quia summa quies; simul est et gloria perpes; Nullus cecatur; nemoque quo moritur, Noscere (uam (nc6o]",Dufour T1 (1),"36,37,38,39",0,0,
5732,58,S.d.,,,Dufour T1 (1),"38,39",0,0,
5733,59,S.d.,,,Dufour T1 (1),"38,39,40,41",0,0,
5734,61,S.d.,"XI"" 5.] [début_ possint, memoriam scilicet nomina defunctorum 75 ( orare vocabula Arvei; Ardrici, Bernoini; nefas [ fuerit [ agentes; haec omnipotens custodiat Precamur quorum patrum [ vos Pater; [ nobis / [ sbenigne  domino- rum mnisereatur. 61 S.d. [X'-début XI"" s] Encyclique (?) anonyme, mise en circulation peut-être par le MontS. Michel. Original perdu . A. Vaticano; Barberini lat. 477, fol. 59v (début XI &). B. B. Bischoff; dans Studia Anselmiana; t. 63 (Mélanges médiévistes offerts . 6 Dom 1974, p. 47, daprès B. J-P Müller; OS.B) 10 document () est écrit dans un latin   tout Ce à fait obscur; dénommé Hisperica famina est ici facilitée par des gloses interlinéaires contemporaines; écrites en Ja compréhension bfk ( = aei). La phrase Orgia nostris somate functis mittite Jaboramine suppetienun corp oxriaphie cum 'prece w (c'est-à-dire à peu près - Apportez à nos frères défunts le secours de Kos 'prières ct de Yos intercessions "") indiquc qu'il s'agit, semble-t-il, dunc lettre encyelique. 15 Le latin hispérique "" depuis son apparition dans la Lorica gildae; fut cmployé essentiellement en Bretagne celtique et, à un degré moindre, en Irlande la plupart des documents se trouvent dans des manuscrits bretons du IX' s. Aussi le texte, édité ici, qui date du X' ou du XI 5,, doit-il provenir de Bretagne; avant d'avoir été copié dans le sud de la France à titre de curiosité On peut se demander si Texpression unde dusmus (diabolus) ad ima, probablement tronquée; ne fait pas allusion au 2 Mont-S. Michel. Texte édité daprès @.",,Dufour T1 (1),"39,40,41",0,0,
5735,63,S.d.,,,Dufour T1 (1),"41,42",0,0,
5736,64,S.d.,"[1005] Orléans vers 940, Abbon entre commc oblat à Fleury; 8] Né à Nommé écolâtre vers 960, il va oùil fait  remarquables. compléter 8a 'preuve de formation qualités : es reprend sa charge décolâtre qu'il garde à Paris sintellectuel à Fleury; il retour 'jusqu'en= 985, date puis Angleterre, précisément au monastère à Reimns. 0 en de laquelle ; De 's'exiler Ramsey (Hunts ), ilest en relation avec Dunstan, archevêque de - Canterbury. nouvellemnent obligé de entre alors Il gouverne son abbaye avec intelligence, Revenu à Fleury  fondé. 988. en en 987,il IL abbé € en cherchant- Saint-Siège. Réformateur à Vimage de Dunstan, 'toujours à concilier en cstélu ceux du il lutte contre la 'ses droits ecclésiastiques par des laïcs. Ami de Robert IIle simonie aveC biens Picux; et Ja il fait en son nom idétention ( obtient le rétablissement dArnoul de Rome s'il sur le siège de Reims plusicurs ct peut- être voyages privilèges à son monastère (, le pape refuse une bulle = BëmporTotjoprs désireux Wapaiser Scsrconflits Baps disfrsesd reconnaîtrc le accordant Berthe. mariage abbayes; ' du ilse rend roi et de  10 Réole (dépendance de Fleury), où il est tué lors dune rixe en entre novembre La des moines 1004 , 8 est ramené à Fleury, où les religieux décident de (13 corps rédiger le novembre). document Son solliciter des prières à son intention. Polygraphe; Abbon laissé des _ publié ici; afin de (Vita sancti Edmundi), de grammaire, dhistoire; de œuYreS enlre phie autres  comput, Son dhagiogra- (2) disciple Aimon Vita rédigé , sa   15 La présente pièce se compose de une adresse générale Universis abbatibus Christique / fidelibus _ dans laquelle le mot abbatibus est à noter; car il marque le désër de J.coquolocoram habitantibus . communauté feurisienne de s mettre en rapport essentiellement avec le monde monastique une suscription Floriacensis conciola, dejecta et patre viduata = 20 de faiblesse; de petitesse (conciola) et de déréliction ; "" marquée par les sentiments un 'préambule et une proposition principale introduisant ]exposé; tout empreints de , 'tristesse et sollicitant le secours de la charité fraternelle, basés sur plusieurs textes scripturaires ou cités textuellement ou adaptés (Eccli., VII, 36 liturgiques; III Reg "" XXII, 27 Job XXX, 31 ; oraison du 25 vendredi de la Passion) un exposé, très bref; dépourvu de tout élément biographique détaillé = une demande de prières tant pour Abbon que pour la communauté fleurisienne. La concision du faire-part (apparenté aux brevia contemporains) , Tabsence de toutc allusion au porte-rouleau, ainsi que de tout titre m'incitent à croire qu'il s'agit non dune encyclique; mais  30 plutôt dun bref mortuaire adressé en nombre à diverses communautés religieuses Rédige dans Ja hâte et le désarroi, il est peut-être dû à Aimoin; témoin du drame. Les sources directes (confraternités; obituaires contenant le nom &'Abbon) ou indirectes (rôle réformatenr",,Dufour T1 (1),"42,43,44",0,0,
5737,65,S.d.,"[1005] Delisle; Rouleauz des morts du IX' au XV"" L 8., P.36,n' XY, = 83 0. daprès B. É. Lesne, Histoire de la propriété [NDIQUÉ ecclésiastique Abbon; P. 28. ~J Dufour; S. Remi de en France, Dufour; Reims, Lille, 1. P. 310. V 1940, pP 296. Paris; B. N. F., lat. 9376, composite; appartint à Le mns. XIII"" & Liber ecclesic Beati Theoderici. [abbaye , du deS. mention Anathema Thierry; sit {comme L. Delisle (loc. cit.) indique que les fol. 40-42 1 furent auferenti _ Vindique ) recucillis Fiat. la Amen ^ à Brial. par Dom Fial . transmis Anselme Fiat. puis Le contcnant plusicurs citations ou allusions = Michel, Lencyclique, est rédigée en prose, entrecoupée de 'scripturaires XXI, 18), passages (Rom , Luc , VIII, ~ 'versifiés En plus dela 17 Jac , S. Remi de Reims; survenue le ll avril 1005  1,19 ; abbé , de elle annonce celles  mort d' dIsembard 'Arbole, (dont _ la condition exacte n'est pas précisée), décédés respectivement = etde ( 1004 . un 23 juin et un 13 - Gérard en 10 sans doute 'septembre, Omnibus Deo devotis   congregationibus,   canonice sive pastori sub religiosis pastoribus atque sub normaliter summo Deo Christo 'dicatis , bus; humilis caterva monachorum Sancti Remigii,  abbatissis Remorum militanti- archiepiscopi, corum apostoli; omnium virtutum optabilem provectum. Guarc Fran- 15 primitivi caritatis numquam sint extra munus geminae dilectionis, fructus non repletos esse spiritu pietatis, quae non est sine dubitamus Vos coplpossioncs s[quae pse antinau percoptiot sltee prinoipalicondimnento apostolicas socpassron doctoren gentiumg porceptioisa Decct ; nformiitatincQuibus enim = gloria conregnandi (2) . compatiendi, erit communis 2 Cum enim per lapsum mortalitatis cotidie transeat huma: num genus in ariditatem cinerum, postremitas est omnium malorum figere mentis gressum in delectatione rerum transeuntium. Si subsistendi non est mora praetereuntium; Quis dives stabilem rebus fabricabit amorem ? Nam quia 25 status humanitatis assiduae defluit, cum decursu temporis; velociter submovemur a sedibus terrenae habitationis. Quae etenim est temporalis vitae firmitas; cum transvolet  dierum; mensium, annorum mobilitas ? Qui sicut fos foeni fragiliter a lusibus mundanae vanitatis subtrahitur; utquid carnaliter gloria- tur ? 30 In carnis vana residet cur pompa favilla ? Si nudi intravimus captivitatem hujus peregrinationis, nudi exituri sumus ab hospitio humanae aegritudinis. Quis namque filiorum Adae, decepti non solum pomifero ced _+;a",,Dufour T1 (1),"43,44,45,46,47",0,0,
5738,66,S.d.,87,,Dufour T1 (1),"45,46,47,48",0,0,
